user_id,nr_sessions,date_last_booking_travelled,page_clicks_tot,page_clicks_avg,flights_taken,hotels_stayed,nr_booked_and_travelled,nr_booked_but_cancelled,nr_cancellation_session,nr_no_booking,flight_taken_discount_avg,hotel_stayed_discount_avg,flight_taken_price_avg,hotel_stayed_room_price_per_night_avg,hotel_stayed_nights_avg,nr_airlines_taken,distance_km_tot,distance_km_avg,duration_tot,duration_avg,birthdate,gender,married,has_children,home_country,home_city,home_airport,home_airport_lat,home_airport_lon,sign_up_date,age_in_2023,age_bin,user_spend_tot,user_spend_avg,R_score,F_score,M_score,RFM_score,RFM_label,RFM_label2
499379,9,2023-06-10 15:58:00,137,15.222222222222221,2,2,2,0,0,7,0.05,0.15000000000000002,499.23,133.5,3.5,1,2850.8624562516375,2850.8624562516375,7.0,3.5,1958-05-26,F,True,False,usa,reno,RNO,39.498,-119.768,2022-12-30,65,"{'left': 60, 'right': 70}",1366.23,683.115,4.0,2,2.0,8.0,new customer,new / need attention
499461,8,2023-05-29 12:28:00,130,16.25,4,2,2,0,0,6,,,162.73000000000002,225.5,2.5,2,1750.8042492296408,875.4021246148204,6.0,3.0,1973-03-08,F,False,False,usa,amarillo,AMA,35.219,-101.706,2022-12-30,50,"{'left': 50, 'right': 60}",1545.46,772.73,3.0,2,2.0,7.0,one timer,lost
499475,8,2023-02-21 18:41:00,125,15.625,6,3,3,0,0,5,0.1,,190.27333333333334,156.0,2.3333333333333335,2,3240.6190617706397,1080.2063539235467,9.0,3.0,1985-11-20,F,True,False,usa,oakland,OAK,37.721,-122.221,2022-12-30,38,"{'left': 30, 'right': 40}",1726.8200000000002,575.6066666666667,1.0,3,2.0,6.0,dormant,at risk
499633,8,2023-07-17 20:11:00,165,20.625,7,3,5,0,0,3,0.05,0.05,300.39750000000004,122.66666666666667,3.3333333333333335,4,7081.362290624169,1770.3405726560422,19.0,3.8,1992-11-03,F,False,False,usa,dallas,DAL,32.847,-96.852,2022-12-30,31,"{'left': 30, 'right': 40}",2858.59,571.7180000000001,5.0,5,3.0,13.0,loyal,champion
499634,9,2023-07-20 16:27:00,127,14.11111111111111,2,1,1,0,0,8,,,161.83,90.0,2.0,1,997.0717565853444,997.0717565853444,3.0,3.0,1988-11-05,F,False,True,usa,amarillo,AMA,35.219,-101.706,2022-12-30,35,"{'left': 30, 'right': 40}",341.83000000000004,341.83000000000004,5.0,1,1.0,7.0,new customer,new / need attention
499659,8,2023-02-26 19:03:00,249,31.125,0,1,1,0,0,7,,0.1,,159.0,8.0,0,,,8.0,8.0,1965-10-23,F,True,True,usa,san diego,NZY,32.699,-117.215,2022-12-30,58,"{'left': 50, 'right': 60}",2544.0,2544.0,1.0,1,3.0,5.0,lost high-value,dormant / one-timer
499669,10,2023-01-11 15:03:00,79,7.9,1,1,1,0,0,9,,,168.98,286.0,3.0,1,1909.9804617140499,1909.9804617140499,3.0,3.0,1992-05-04,F,True,True,usa,corpus christi,CRP,27.77,-97.501,2022-12-30,31,"{'left': 30, 'right': 40}",1026.98,1026.98,1.0,1,1.0,3.0,lost,lost
499751,9,2023-07-09 21:36:00,184,20.444444444444443,6,4,4,0,0,5,,,489.64333333333326,190.0,5.25,2,7923.548376488128,2641.1827921627096,21.0,5.25,1971-03-17,F,True,False,canada,vancouver,YVR,49.195,-123.182,2022-12-30,52,"{'left': 50, 'right': 60}",5432.93,1358.2325,5.0,4,5.0,14.0,champion,champion
499760,8,,46,5.75,0,0,0,0,0,8,,,,,,0,,,,,1974-08-21,F,True,True,usa,corpus christi,CRP,27.77,-97.501,2022-12-30,49,"{'left': 40, 'right': 50}",,,,1,,,inactive,inactive
499780,8,,348,43.5,0,0,0,0,0,8,,,,,,0,,,,,1987-02-13,F,False,True,canada,toronto,YYZ,43.677,-79.631,2022-12-30,36,"{'left': 30, 'right': 40}",,,,1,,,inactive,inactive
499810,9,2023-06-28 13:12:00,117,13.0,4,3,3,0,0,6,,,384.47999999999996,168.0,5.666666666666667,2,3995.7945880753164,1997.8972940376582,18.0,6.0,1978-05-20,M,True,False,usa,cincinnati,LUK,39.103,-84.419,2022-12-30,45,"{'left': 40, 'right': 50}",3600.96,1200.32,4.0,3,4.0,11.0,high potential,champion
499847,9,2023-04-09 20:28:00,208,23.11111111111111,6,3,3,0,0,6,,,328.0933333333333,216.0,3.0,3,5002.859307270743,1667.6197690902475,13.0,4.333333333333333,1974-05-23,F,True,True,usa,oklahoma city,OKC,35.393,-97.601,2022-12-30,49,"{'left': 40, 'right': 50}",3634.2799999999997,1211.4266666666665,2.0,3,4.0,9.0,dormant,need attention
499969,8,2023-05-02 17:23:00,103,12.875,0,1,1,0,0,7,,,,39.0,9.0,0,,,9.0,9.0,1998-08-22,F,False,False,usa,providence,PVD,41.724,-71.428,2022-12-30,25,"{'left': 20, 'right': 30}",351.0,351.0,3.0,1,1.0,5.0,one timer,lost
499979,10,2023-07-02 19:44:00,188,18.8,10,4,5,0,0,5,,0.05,658.65,132.75,3.25,4,14267.409639152542,2853.4819278305085,15.0,3.0,1974-08-11,F,True,False,canada,toronto,YYZ,43.677,-79.631,2022-12-30,49,"{'left': 40, 'right': 50}",5497.25,1099.45,5.0,5,5.0,15.0,champion,champion
499990,8,2023-05-10 02:20:00,355,44.375,4,1,2,1,1,4,,0.1,1509.04,214.0,7.0,2,8066.369496417529,4033.1847482087646,9.0,4.5,1986-12-14,F,False,False,usa,new york,LGA,40.777,-73.872,2022-12-30,37,"{'left': 30, 'right': 40}",4516.08,2258.04,3.0,2,4.0,9.0,one timer,dormant / one-timer
500078,8,2023-06-05 11:11:00,130,16.25,4,2,2,0,0,6,,,163.89000000000001,72.5,4.0,1,1841.0049660772042,920.5024830386021,10.0,5.0,1977-09-11,F,True,False,canada,ottawa,YOW,45.323,-75.669,2022-12-30,46,"{'left': 40, 'right': 50}",907.7800000000001,453.89000000000004,4.0,2,1.0,7.0,new customer,new / need attention
500196,8,2023-02-16 18:30:00,127,15.875,4,2,2,0,0,6,,,675.085,83.0,3.0,2,4815.373996728942,2407.686998364471,6.0,3.0,1972-01-13,F,True,False,canada,calgary,YYC,51.114,-114.02,2022-12-30,51,"{'left': 50, 'right': 60}",2014.1699999999998,1007.0849999999999,1.0,2,2.0,5.0,lost,lost
500243,9,2023-07-16 03:00:00,94,10.444444444444445,2,1,1,0,0,8,,,150.6,117.0,2.0,1,943.8815377919326,943.8815377919326,3.0,3.0,1999-04-11,F,False,False,usa,philadelphia,PHL,39.872,-75.241,2022-12-30,24,"{'left': 20, 'right': 30}",384.6,384.6,5.0,1,1.0,7.0,new customer,new / need attention
500257,8,2023-07-03 09:57:00,65,8.125,4,2,2,0,0,6,0.05,0.05,356.29499999999996,144.5,2.0,2,4081.5223095007173,2040.7611547503586,6.0,3.0,1979-08-20,F,False,False,usa,new york,LGA,40.777,-73.872,2022-12-30,44,"{'left': 40, 'right': 50}",1290.5900000000001,645.2950000000001,5.0,2,1.0,8.0,new customer,new / need attention
500288,8,,71,8.875,0,0,0,0,0,8,,,,,,0,,,,,2006-02-23,F,False,True,usa,st. petersburg,SPG,27.765,-82.627,2022-12-30,17,"{'left': 17, 'right': 20}",,,,1,,,inactive,inactive
500299,8,2023-01-16 18:51:00,75,9.375,0,1,1,0,0,7,,,,180.0,2.0,0,,,2.0,2.0,2004-10-26,F,False,False,usa,san antonio,RND,29.529,-98.279,2022-12-30,19,"{'left': 17, 'right': 20}",360.0,360.0,1.0,1,1.0,3.0,lost,lost
500493,8,2023-04-11 08:33:00,91,11.375,4,2,3,0,0,5,,0.15,447.55,327.5,4.5,2,3933.331397068473,1966.6656985342365,11.0,3.6666666666666665,1982-05-18,F,False,True,usa,chicago,UGN,42.422,-87.868,2022-12-30,41,"{'left': 40, 'right': 50}",8085.1,2695.0333333333333,2.0,3,5.0,10.0,dormant,need attention
500532,8,2023-02-18 21:46:00,94,11.75,0,1,1,0,0,7,,,,283.0,2.0,0,,,2.0,2.0,1986-11-08,F,True,True,canada,ottawa,YOW,45.323,-75.669,2022-12-30,37,"{'left': 30, 'right': 40}",566.0,566.0,1.0,1,1.0,3.0,lost,lost
500646,8,2023-06-25 02:38:00,102,12.75,2,3,3,0,0,5,0.1,0.27499999999999997,254.25,168.33333333333334,7.333333333333333,1,1436.3086553765957,1436.3086553765957,24.0,8.0,1976-06-26,F,True,False,usa,indianapolis,IND,39.717,-86.294,2022-12-30,47,"{'left': 40, 'right': 50}",5040.25,1680.0833333333333,4.0,3,5.0,12.0,high potential,champion
500745,8,2023-05-18 21:43:00,144,18.0,4,3,4,0,0,4,0.1,0.05,424.155,136.66666666666666,4.666666666666667,2,4989.945916249698,2494.972958124849,18.0,4.5,1995-09-01,F,False,False,canada,toronto,YYZ,43.677,-79.631,2022-12-30,28,"{'left': 20, 'right': 30}",2919.31,729.8275,3.0,4,3.0,10.0,need attention,need attention
500773,8,2023-07-14 12:41:00,198,24.75,6,4,4,0,0,4,,0.125,322.8,207.5,4.25,3,5376.192823501579,1792.0642745005264,19.0,4.75,1996-10-19,F,False,False,canada,winnipeg,YWG,49.91,-97.234,2022-12-30,27,"{'left': 20, 'right': 30}",5709.4,1427.35,5.0,4,5.0,14.0,champion,champion
500791,8,2023-04-28 02:24:00,183,22.875,0,1,1,0,0,7,,0.15,,150.0,6.0,0,,,6.0,6.0,1951-03-24,F,True,False,canada,quebec,YQB,46.788,-71.398,2022-12-30,72,"{'left': 70, 'right': 80}",900.0,900.0,3.0,1,1.0,5.0,one timer,lost
500828,8,2023-06-03 17:38:00,93,11.625,6,2,3,0,0,5,,,415.17,125.0,2.5,2,6924.880195075992,2308.293398358664,9.0,3.0,1978-08-26,F,True,False,usa,rochester,ROC,43.119,-77.672,2022-12-30,45,"{'left': 40, 'right': 50}",1916.51,638.8366666666667,4.0,3,2.0,9.0,loyal,loyal
500972,8,2023-05-26 22:37:00,91,11.375,6,3,3,0,0,5,0.05,,821.39,195.66666666666666,2.0,3,6910.771757557267,2303.5905858524225,9.0,3.0,1982-07-24,F,True,True,usa,boston,BOS,42.364,-71.005,2022-12-30,41,"{'left': 40, 'right': 50}",4376.17,1458.7233333333334,3.0,3,4.0,10.0,need attention,need attention
500974,8,2023-06-26 14:25:00,155,19.375,10,6,6,0,0,2,,,549.99,119.33333333333333,4.833333333333333,4,15430.65066262987,3086.130132525974,30.0,5.0,1982-04-15,F,False,False,usa,san jose,SJC,37.362,-121.929,2022-12-30,41,"{'left': 40, 'right': 50}",5305.950000000001,884.3250000000002,4.0,5,5.0,14.0,champion,champion
501087,8,2023-04-09 15:40:00,117,14.625,4,2,2,0,0,6,,,367.635,236.5,3.0,2,4033.520709687241,2016.7603548436205,7.0,3.5,1967-02-20,F,True,False,usa,los angeles,LAX,33.942,-118.408,2022-12-30,56,"{'left': 50, 'right': 60}",2161.27,1080.635,2.0,2,2.0,6.0,lost,lost
501125,8,2023-02-24 17:24:00,102,12.75,4,2,2,0,0,6,,,204.0,382.0,5.0,2,2260.0496819186073,1130.0248409593037,12.0,6.0,1977-12-20,M,True,True,usa,kansas city,MCI,39.297,-94.714,2022-12-30,46,"{'left': 40, 'right': 50}",2392.0,1196.0,1.0,2,3.0,6.0,lost high-value,dormant / one-timer
501184,8,2023-03-30 11:36:00,262,32.75,6,4,4,0,0,4,,,596.0633333333334,228.75,7.75,3,10010.605363174003,3336.8684543913346,32.0,8.0,1968-06-25,F,True,True,usa,reno,RNO,39.498,-119.768,2022-12-31,55,"{'left': 50, 'right': 60}",9680.19,2420.0475,2.0,4,5.0,11.0,at risk,need attention
501322,9,2023-06-16 20:13:00,166,18.444444444444443,6,4,4,0,0,5,0.05,0.05,618.57,169.25,3.25,3,10640.192602745046,3546.730867581682,15.0,3.75,1970-03-20,F,True,True,usa,los angeles,LAX,33.942,-118.408,2022-12-31,53,"{'left': 50, 'right': 60}",4630.71,1157.6775,4.0,4,4.0,12.0,champion,champion
501344,8,2023-02-13 11:30:00,66,8.25,2,0,1,0,0,7,,0.1,95.59,,,1,561.6935083520943,561.6935083520943,1.0,1.0,1973-11-18,M,False,False,usa,corpus christi,CRP,27.77,-97.501,2022-12-31,50,"{'left': 50, 'right': 60}",95.59,95.59,1.0,1,1.0,3.0,lost,lost
501436,8,2023-03-04 11:49:00,366,45.75,6,2,3,1,1,3,,,170.04000000000002,198.5,1.0,3,2704.707017898299,901.5690059660997,4.0,1.3333333333333333,1993-02-24,F,True,False,usa,columbus,CMH,39.998,-82.892,2022-12-31,30,"{'left': 30, 'right': 40}",907.1200000000001,302.3733333333334,1.0,3,1.0,5.0,dormant,at risk
501512,8,2023-05-13 17:00:00,89,11.125,4,2,2,0,0,6,,0.25,415.975,129.0,3.5,2,4530.933323094204,2265.466661547102,8.0,4.0,1989-03-16,F,True,True,usa,fort worth,FTW,32.82,-97.362,2022-12-31,34,"{'left': 30, 'right': 40}",1359.95,679.975,3.0,2,2.0,7.0,one timer,lost
501708,8,,273,34.125,0,0,0,1,1,6,,,,,,0,,,,,1999-11-12,F,False,False,canada,montreal,YHU,45.517,-73.417,2022-12-31,24,"{'left': 20, 'right': 30}",,,,1,,,inactive,inactive
501735,8,2023-05-08 13:32:00,125,15.625,6,3,3,0,0,5,,,323.0266666666667,110.33333333333333,1.6666666666666667,3,5236.918937586301,1745.6396458621002,7.0,2.3333333333333335,1990-06-18,F,False,False,usa,new york,JFK,40.64,-73.779,2022-12-31,33,"{'left': 30, 'right': 40}",1558.08,519.36,3.0,3,2.0,8.0,need attention,at risk
501764,8,2023-05-25 10:04:00,89,11.125,4,2,2,0,0,6,,,281.685,177.5,4.0,1,3291.7143866221845,1645.8571933110923,8.0,4.0,1976-09-15,F,True,False,canada,saskatoon,YXE,52.171,-106.7,2022-12-31,47,"{'left': 40, 'right': 50}",2057.37,1028.685,3.0,2,2.0,7.0,one timer,lost
501780,8,,172,21.5,0,0,0,0,0,8,,,,,,0,,,,,2006-08-13,M,False,True,usa,bakersfield,BFL,35.433,-119.057,2022-12-31,17,"{'left': 17, 'right': 20}",,,,1,,,inactive,inactive
501794,8,2023-05-25 22:38:00,134,16.75,8,4,4,0,0,4,,0.25,188.11249999999998,102.75,4.5,4,4345.31797085057,1086.3294927126426,21.0,5.25,1980-10-23,F,True,False,usa,nashville,BNA,36.124,-86.678,2022-12-31,43,"{'left': 40, 'right': 50}",2889.45,722.3625,3.0,4,3.0,10.0,need attention,need attention
501817,9,2023-05-31 06:57:00,152,16.88888888888889,5,3,3,0,0,6,,,400.56,159.33333333333334,3.3333333333333335,3,3790.56006356546,1263.5200211884867,10.0,3.3333333333333335,1974-01-19,F,True,False,canada,gatineau,YND,45.521,-75.564,2022-12-31,49,"{'left': 40, 'right': 50}",6165.679999999999,2055.2266666666665,3.0,3,5.0,11.0,need attention,need attention
501830,9,2023-03-26 13:00:00,78,8.666666666666666,2,2,2,0,0,7,,,422.97,272.0,5.0,1,2280.2682999739945,2280.2682999739945,10.0,5.0,1990-01-12,F,True,True,canada,toronto,YYZ,43.677,-79.631,2022-12-31,33,"{'left': 30, 'right': 40}",3558.9700000000003,1779.4850000000001,2.0,2,4.0,8.0,lost high-value,dormant / one-timer
501897,8,2023-03-29 20:20:00,78,9.75,0,1,1,0,0,7,,,,104.0,9.0,0,,,9.0,9.0,1979-10-14,F,True,True,usa,new york,LGA,40.777,-73.872,2022-12-31,44,"{'left': 40, 'right': 50}",936.0,936.0,2.0,1,1.0,4.0,lost,lost
501947,10,2023-05-08 17:03:00,404,40.4,6,3,4,1,1,4,0.2,,377.82666666666677,467.6666666666667,2.3333333333333335,3,6154.428605129355,2051.476201709785,10.0,2.5,1971-11-02,F,True,True,canada,toronto,YKZ,43.862,-79.37,2022-12-31,52,"{'left': 50, 'right': 60}",5088.48,1272.12,3.0,4,5.0,12.0,need attention,need attention
502063,8,2023-06-17 10:16:00,59,7.375,2,1,1,0,0,7,,,690.73,42.0,6.0,1,3974.215332412202,3974.215332412202,6.0,6.0,1974-10-11,F,True,False,usa,new york,JFK,40.64,-73.779,2022-12-31,49,"{'left': 40, 'right': 50}",942.73,942.73,4.0,1,1.0,6.0,new customer,new / need attention
502145,10,2023-05-15 16:15:00,119,11.9,8,4,4,0,0,6,,,723.7275000000001,152.5,3.25,3,12242.99115584424,3060.74778896106,14.0,3.5,1984-09-09,F,False,False,usa,baltimore,BWI,39.175,-76.668,2022-12-31,39,"{'left': 30, 'right': 40}",5082.91,1270.7275,3.0,4,5.0,12.0,need attention,need attention
502210,8,2023-03-26 12:57:00,333,41.625,4,3,3,1,1,3,,,376.41499999999996,151.0,3.3333333333333335,2,4071.250535630626,2035.625267815313,11.0,3.6666666666666665,1981-01-08,F,True,False,canada,montreal,YMX,45.68,-74.039,2022-12-31,42,"{'left': 40, 'right': 50}",2637.83,879.2766666666666,2.0,3,3.0,8.0,dormant,need attention
502212,8,2023-05-14 04:04:00,94,11.75,2,1,1,0,0,7,0.15,,715.35,92.0,2.0,1,3809.6722104650535,3809.6722104650535,3.0,3.0,1999-04-01,F,False,False,usa,san diego,NZY,32.699,-117.215,2022-12-31,24,"{'left': 20, 'right': 30}",899.35,899.35,3.0,1,1.0,5.0,one timer,lost
502353,8,2023-06-02 16:47:00,156,19.5,7,4,5,0,0,3,,0.05,1211.5425,176.0,6.25,3,29678.028930135057,7419.507232533764,28.0,5.6,1985-01-27,F,False,False,usa,honolulu,HNL,21.316,-157.927,2022-12-31,38,"{'left': 30, 'right': 40}",11366.169999999998,2273.2339999999995,3.0,5,5.0,13.0,need attention,need attention
502412,8,2023-05-02 16:36:00,124,15.5,4,3,3,0,0,5,0.175,,433.11,68.0,6.333333333333333,2,5054.865231585203,2527.4326157926016,19.0,6.333333333333333,1968-10-02,F,True,True,usa,new york,JFK,40.64,-73.779,2022-12-31,55,"{'left': 50, 'right': 60}",1884.22,628.0733333333334,3.0,3,2.0,8.0,need attention,at risk
502435,7,2023-02-14 07:13:00,96,13.714285714285714,2,1,1,0,0,6,,,401.86,129.0,6.0,1,2140.452569863685,2140.452569863685,7.0,7.0,1984-04-03,F,True,True,usa,oklahoma city,TIK,35.415,-97.386,2022-12-31,39,"{'left': 30, 'right': 40}",1175.8600000000001,1175.8600000000001,1.0,1,1.0,3.0,lost,lost
502444,8,2023-07-18 17:16:00,178,22.25,10,5,6,0,0,2,,0.1,255.6,187.2,3.2,5,9300.28018900787,1550.0466981679783,21.0,3.5,1989-05-22,F,False,False,canada,ottawa,YOW,45.323,-75.669,2022-12-31,34,"{'left': 30, 'right': 40}",4057.6000000000004,676.2666666666668,5.0,5,4.0,14.0,champion,champion
502609,9,2023-05-13 20:12:00,173,19.22222222222222,10,5,5,0,0,4,0.1,,187.478,168.8,2.4,3,5027.856545369093,1005.5713090738185,17.0,3.4,1973-12-24,F,True,False,usa,dallas,DAL,32.847,-96.852,2022-12-31,50,"{'left': 50, 'right': 60}",2588.3900000000003,517.6780000000001,3.0,5,3.0,11.0,need attention,need attention
502626,8,2023-06-12 16:23:00,98,12.25,4,2,2,0,0,6,,,260.615,185.5,2.5,1,2778.065412941762,1389.032706470881,7.0,3.5,1986-02-06,F,True,True,canada,toronto,YYZ,43.677,-79.631,2022-12-31,37,"{'left': 30, 'right': 40}",1483.23,741.615,4.0,2,2.0,8.0,new customer,new / need attention
502799,8,2023-06-01 18:21:00,189,23.625,8,4,4,0,0,4,,,251.56,170.0,3.0,3,5585.5808112412715,1396.3952028103179,16.0,4.0,1977-04-05,F,True,False,usa,nashville,BNA,36.124,-86.678,2022-12-31,46,"{'left': 40, 'right': 50}",3022.24,755.56,3.0,4,3.0,10.0,need attention,need attention
502819,8,,262,32.75,0,0,0,0,0,8,,,,,,0,,,,,1987-10-16,F,True,False,usa,knoxville,TYS,35.812,-83.993,2022-12-31,36,"{'left': 30, 'right': 40}",,,,1,,,inactive,inactive
502826,8,2023-06-16 06:55:00,121,15.125,6,1,3,0,0,5,,,393.31333333333333,167.0,1.0,2,7201.390002772089,2400.463334257363,9.0,3.0,1976-05-04,F,True,True,usa,los angeles,LAX,33.942,-118.408,2022-12-31,47,"{'left': 40, 'right': 50}",1346.94,448.98,4.0,3,2.0,9.0,loyal,loyal
502847,8,2023-06-11 02:03:00,135,16.875,8,5,5,0,0,3,,,270.47249999999997,157.4,2.2,4,5983.877398272698,1495.9693495681745,14.0,2.8,1973-08-09,F,True,False,usa,grand rapids,GRR,42.881,-85.523,2022-12-31,50,"{'left': 50, 'right': 60}",3494.89,698.978,4.0,5,4.0,13.0,champion,champion
502850,8,,76,9.5,0,0,0,0,0,8,,,,,,0,,,,,1982-08-03,F,False,True,usa,riverside,RAL,33.952,-117.445,2022-12-31,41,"{'left': 40, 'right': 50}",,,,1,,,inactive,inactive
502875,8,2023-04-29 17:09:00,114,14.25,6,2,3,0,0,5,,,449.3933333333334,147.0,2.0,3,6613.920077251599,2204.640025750533,11.0,3.6666666666666665,1978-02-27,F,True,True,canada,montreal,YUL,45.468,-73.741,2022-12-31,45,"{'left': 40, 'right': 50}",2208.1800000000003,736.0600000000001,3.0,3,2.0,8.0,need attention,at risk
502995,9,,88,9.777777777777779,0,0,0,0,0,9,,,,,,0,,,,,1956-01-25,F,False,False,usa,charlotte,CLT,35.214,-80.943,2022-12-31,67,"{'left': 60, 'right': 70}",,,,1,,,inactive,inactive
503042,8,2023-01-10 17:24:00,104,13.0,2,1,1,0,0,7,,0.25,181.51,107.0,3.0,1,983.4966424683872,983.4966424683872,4.0,4.0,1998-03-05,F,False,False,usa,montgomery,MXF,32.379,-86.362,2023-01-01,25,"{'left': 20, 'right': 30}",502.51,502.51,1.0,1,1.0,3.0,lost,lost
503049,8,,34,4.25,0,0,0,0,0,8,,,,,,0,,,,,1952-07-08,F,False,False,usa,omaha,OMA,41.302,-95.894,2023-01-01,71,"{'left': 70, 'right': 80}",,,,1,,,inactive,inactive
503058,10,2023-05-08 16:54:00,115,11.5,3,3,3,0,0,7,,,398.015,120.0,3.3333333333333335,2,5543.734495308496,2771.867247654248,11.0,3.6666666666666665,1997-11-22,F,False,False,canada,edmonton,YXD,53.573,-113.521,2023-01-01,26,"{'left': 20, 'right': 30}",1892.03,630.6766666666666,3.0,3,2.0,8.0,need attention,at risk
503126,8,2023-07-08 20:46:00,119,14.875,0,1,1,0,0,7,,,,288.0,9.0,0,,,9.0,9.0,1998-07-28,F,False,False,canada,edmonton,YXD,53.573,-113.521,2023-01-01,25,"{'left': 20, 'right': 30}",2592.0,2592.0,5.0,1,3.0,9.0,new customer,high potential
503161,9,,103,11.444444444444445,0,0,0,0,0,9,,,,,,0,,,,,1976-12-19,F,True,False,canada,halifax,YAW,44.64,-63.499,2023-01-01,47,"{'left': 40, 'right': 50}",,,,1,,,inactive,inactive
503277,8,2023-06-03 14:58:00,126,15.75,5,3,3,0,0,5,,0.05,530.4966666666668,138.33333333333334,4.666666666666667,3,10896.647647366863,3632.215882455621,14.0,4.666666666666667,1969-01-19,F,False,False,usa,los angeles,LAX,33.942,-118.408,2023-01-01,54,"{'left': 50, 'right': 60}",3275.4900000000002,1091.8300000000002,4.0,3,3.0,10.0,loyal,champion
503342,8,2023-01-27 21:01:00,309,38.625,4,2,2,1,1,4,0.05,,249.995,188.0,5.5,2,2776.0968526962038,1388.0484263481019,13.0,6.5,1981-03-01,F,True,False,usa,lincoln,LNK,40.851,-96.759,2023-01-01,42,"{'left': 40, 'right': 50}",2609.99,1304.995,1.0,2,3.0,6.0,lost high-value,dormant / one-timer
503418,9,2023-04-17 13:09:00,217,24.11111111111111,9,5,5,0,0,4,0.15,,287.548,154.6,4.2,5,9213.70714721732,1842.7414294434639,23.0,4.6,1983-10-25,F,False,False,usa,new york,LGA,40.777,-73.872,2023-01-01,40,"{'left': 40, 'right': 50}",4814.74,962.948,2.0,5,4.0,11.0,at risk,need attention
503483,8,,105,13.125,0,0,0,0,0,8,,,,,,0,,,,,2004-04-14,F,False,True,usa,los angeles,LAX,33.942,-118.408,2023-01-01,19,"{'left': 17, 'right': 20}",,,,1,,,inactive,inactive
503621,8,2023-02-19 16:15:00,162,20.25,2,2,2,0,0,6,,,416.13,156.5,10.0,1,2446.582455270281,2446.582455270281,20.0,10.0,1982-09-27,F,True,False,usa,corpus christi,CRP,27.77,-97.501,2023-01-01,41,"{'left': 40, 'right': 50}",2386.13,1193.065,1.0,2,3.0,6.0,lost high-value,dormant / one-timer
503760,8,2023-07-06 20:37:00,152,19.0,8,5,5,0,0,3,0.1,,509.21,235.2,5.0,4,5942.85658371059,1485.7141459276475,28.0,5.6,1985-01-07,F,True,False,usa,kansas city,MCI,39.297,-94.714,2023-01-01,38,"{'left': 30, 'right': 40}",10192.84,2038.568,5.0,5,5.0,15.0,champion,champion
503773,8,,111,13.875,0,0,0,0,0,8,,,,,,0,,,,,2006-04-16,F,False,True,usa,brownsville,BRO,25.907,-97.426,2023-01-01,17,"{'left': 17, 'right': 20}",,,,1,,,inactive,inactive
503918,8,,81,10.125,0,0,0,0,0,8,,,,,,0,,,,,1997-09-08,F,False,False,usa,new york,JFK,40.64,-73.779,2023-01-01,26,"{'left': 20, 'right': 30}",,,,1,,,inactive,inactive
503928,8,2023-04-11 16:20:00,101,12.625,4,2,2,0,0,6,,,241.07000000000002,310.5,2.5,2,2485.135941028453,1242.5679705142265,7.0,3.5,1977-10-23,F,True,True,canada,toronto,YYZ,43.677,-79.631,2023-01-01,46,"{'left': 40, 'right': 50}",2123.1400000000003,1061.5700000000002,2.0,2,2.0,6.0,lost,lost
503945,8,2023-05-31 07:11:00,119,14.875,6,2,3,0,0,5,0.05,,697.09,159.0,2.5,3,8132.575738808038,2710.8585796026796,7.0,2.3333333333333335,1976-09-09,F,False,False,usa,san antonio,RND,29.529,-98.279,2023-01-01,47,"{'left': 40, 'right': 50}",3417.27,1139.09,3.0,3,4.0,10.0,need attention,need attention
503973,9,2023-06-02 19:08:00,222,24.666666666666668,6,3,4,0,0,5,0.16666666666666666,0.1,151.16333333333333,133.33333333333334,3.6666666666666665,3,2568.785077855726,856.2616926185752,14.0,3.5,1979-02-13,F,False,False,canada,toronto,YYZ,43.677,-79.631,2023-01-01,44,"{'left': 40, 'right': 50}",1988.49,497.1225,3.0,4,2.0,9.0,need attention,at risk
504081,10,2023-03-10 15:24:00,137,13.7,4,1,2,0,0,8,,0.15,494.59000000000003,222.0,2.0,2,5517.757753395246,2758.878876697623,4.0,2.0,1979-10-02,F,True,True,usa,los angeles,LAX,33.942,-118.408,2023-01-01,44,"{'left': 40, 'right': 50}",1433.18,716.59,1.0,2,2.0,5.0,lost,lost
504133,8,2023-06-23 17:15:00,140,17.5,5,3,3,0,0,5,,,540.6233333333333,288.3333333333333,6.333333333333333,3,5885.918308579418,1961.9727695264728,21.0,7.0,1978-12-22,F,True,False,usa,lincoln,LNK,40.851,-96.759,2023-01-01,45,"{'left': 40, 'right': 50}",8655.87,2885.2900000000004,4.0,3,5.0,12.0,high potential,champion
504240,8,2023-06-08 16:20:00,170,21.25,12,5,6,0,0,2,0.15,0.05,504.06333333333333,177.2,3.0,5,15372.481181036055,2562.0801968393425,29.0,4.833333333333333,1979-06-03,F,False,False,usa,los angeles,LAX,33.942,-118.408,2023-01-01,44,"{'left': 40, 'right': 50}",5305.38,884.23,4.0,5,5.0,14.0,champion,champion
504299,8,2023-06-15 12:52:00,110,13.75,6,3,3,0,0,5,0.15,,529.1466666666666,169.0,2.6666666666666665,3,8555.1750303108,2851.7250101036,11.0,3.6666666666666665,1982-09-07,F,True,True,usa,milwaukee,MKE,42.947,-87.896,2023-01-01,41,"{'left': 40, 'right': 50}",2893.44,964.48,4.0,3,3.0,10.0,loyal,champion
